original_note_number,new_note_name,question,ideal_answer,correct_answer,ai_answer,note_answer,timestamp,total_tokens
0,original_note,Question 16: What was the patient's past medical history?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:29:50,1817672
0,original_note,Question 17: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:29:50,1817672
0,original_note,Question 18: What was the patient's breast cancer receptor status?,"Estrogen Receptor 90%, Progesterone Receptor 70%",D,D,D,2024-12-15 22:29:50,1817672
0,original_note,Question 19: What was the patient's imaging result for the bone scan?,Negative,B,B,B,2024-12-15 22:29:50,1817672
0,original_note,Question 20: What was the patient's advice on when to seek urgent care?,"Shortness of breath, altered consciousness, uncontrolled pain, fever, post-operative complications",C,C,C,2024-12-15 22:29:50,1817672
0,AI_inj_r1,Question 1: What was the reason for the patient's hospital admission?,Elective Surgery,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 2: What was the admission diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 3: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 4: What was the discharge diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 5: What imaging showed a solitary left axillary lymph node with a prominent cortex?,Mammogram and breast ultrasound,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 6: What was the patient's condition upon discharge?,Performance Status: 0 (Fully Active),D,D,D,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 7: What was the patient's Glasgow Coma Scale upon discharge?,15,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 8: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 9: What follow-up appointment was scheduled for the patient?,Surgical Oncology Clinic,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 10: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 11: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 12: What was the patient's performance status upon discharge?,0,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 13: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 14: What was the patient's discharge date?,"July 1, 2024",B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 15: What was the patient's admission date?,"June 29, 2024",A,A,A,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 16: What was the patient's active problem during hospitalization?,Elective Surgery,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 17: What was the patient's past medical history?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 18: What was the patient's discharge medication?,None prescribed at this time,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 19: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 20: What was the patient's condition that required ICU admission?,Post-surgery monitoring,B,E,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 1: What was the reason for the patient's hospitalization?,Elective Surgery for Breast Cancer,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 2: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 3: What was the discharge diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 4: What imaging finding required follow-up?,Left adrenal gland nodular thickening,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 5: What was the patient's condition upon discharge?,Performance Status: 0 (Fully Active),D,D,D,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 6: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 7: What follow-up appointment was scheduled for the patient?,Surgical Oncology Clinic,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 8: What was the patient's discharge date?,"July 1, 2024",B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 9: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 10: What was the patient's performance status upon discharge?,0,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 11: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 12: What was the patient's Glasgow Coma Scale upon discharge?,15,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 13: What was the patient's pain management status during hospitalization?,Managed effectively,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 14: What was the patient's active problem during admission?,Elective Surgery,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 15: What was the patient's discharge medication?,None prescribed,C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 16: What was the patient's past medical history?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 17: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 18: What was the patient's breast cancer receptor status?,"Estrogen Receptor 90%, Progesterone Receptor 70%",D,D,D,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 19: What was the patient's imaging result for the bone scan?,Negative,B,B,B,2024-12-15 22:30:05,1817672
0,AI_inj_r1,Question 20: What was the patient's advice on when to seek urgent care?,"Shortness of breath, altered consciousness, uncontrolled pain, fever, post-operative complications",C,C,C,2024-12-15 22:30:05,1817672
0,AI_inj_r2,Question 1: What was the admission diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 2: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 3: What was the patient's discharge diagnosis?,Breast Cancer,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 4: What imaging finding required follow-up?,Left adrenal gland nodular thickening,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 5: What was the patient's condition upon discharge?,Performance Status: 0 (Fully Active),D,D,D,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 6: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 7: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 8: What was the patient's follow-up appointment after discharge?,Surgical Oncology Clinic,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 9: What was the patient's performance status upon discharge?,0,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 10: What was the patient's discharge date?,"July 1, 2024",B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 11: What was the patient's admission date?,"June 29, 2024",A,A,A,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 12: What was the patient's active problem during hospitalization?,Elective Surgery,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 13: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 14: What was the patient's Glasgow Coma Scale upon discharge?,15,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 15: What was the patient's pain management status during hospitalization?,Managed effectively,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 16: What was the patient's ICU admission status?,Admitted for monitoring post-surgery,B,C,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 17: What was the patient's past medical history related to heart disease?,Ischemic Heart Disease,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 18: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 19: What was the patient's discharge medication?,None prescribed,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 20: What was the patient's breast cancer receptor status?,"Estrogen Receptor 90%, Progesterone Receptor 70%",D,D,D,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 1: What was the reason for the patient's hospitalization?,Elective Surgery for Breast Cancer,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 2: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 3: What was the discharge diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 4: What imaging finding required follow-up?,Left adrenal gland nodular thickening,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 5: What was the patient's condition upon discharge?,Performance Status: 0 (Fully Active),D,D,D,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 6: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 7: What follow-up appointment was scheduled for the patient?,Surgical Oncology Clinic,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 8: What was the patient's discharge date?,"July 1, 2024",B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 9: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 10: What was the patient's performance status upon discharge?,0,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 11: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 12: What was the patient's Glasgow Coma Scale upon discharge?,15,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 13: What was the patient's pain management status during hospitalization?,Managed effectively,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 14: What was the patient's active problem during admission?,Elective Surgery,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 15: What was the patient's discharge medication?,None prescribed,C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 16: What was the patient's past medical history?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 17: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 18: What was the patient's breast cancer receptor status?,"Estrogen Receptor 90%, Progesterone Receptor 70%",D,D,D,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 19: What was the patient's imaging result for the bone scan?,Negative,B,B,B,2024-12-15 22:30:22,1817672
0,AI_inj_r2,Question 20: What was the patient's advice on when to seek urgent care?,"Shortness of breath, altered consciousness, uncontrolled pain, fever, post-operative complications",C,C,C,2024-12-15 22:30:22,1817672
0,AI_inj_r3,Question 1: What was the reason for the patient's hospital admission?,Elective Surgery for Breast Cancer,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 2: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 3: What was the patient's discharge diagnosis?,Breast Cancer,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 4: What imaging finding required follow-up?,Left adrenal gland nodular thickening,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 5: What was the patient's condition upon discharge?,Performance Status: 0 (Fully Active),D,D,D,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 6: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 7: What was the patient's follow-up plan?,"Surgical Oncology Clinic appointment on July 10, 2024",C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 8: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 9: What was the patient's ICU admission status?,Admitted for monitoring post-surgery,B,C,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 10: What comorbidities does the patient have?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 11: What was the patient's discharge medication plan?,No medications prescribed at discharge,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 12: What was the patient's performance status upon discharge?,0,D,D,D,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 13: What type of breast cancer was diagnosed in the left breast?,"Invasive Breast Carcinoma, No Special Type (IBC NST) Grade II",B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 14: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 15: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 16: What was the patient's Glasgow Coma Scale upon discharge?,15,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 17: What was the patient's advice on diet upon discharge?,Regular diet,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 18: What should the patient do to prevent lymphedema?,Perform daily arm exercises,B,E,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 19: What was the patient's pain management status during hospitalization?,Pain was managed effectively,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 20: What was the patient's condition regarding antihypertensive medication during hospitalization?,No adjustments were necessary,C,E,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 1: What was the reason for the patient's hospitalization?,Elective Surgery for Breast Cancer,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 2: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 3: What was the discharge diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 4: What imaging finding required follow-up?,Left adrenal gland nodular thickening,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 5: What was the patient's condition upon discharge?,Performance Status: 0 (Fully Active),D,D,D,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 6: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 7: What follow-up appointment was scheduled for the patient?,Surgical Oncology Clinic,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 8: What was the patient's discharge date?,"July 1, 2024",B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 9: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 10: What was the patient's performance status upon discharge?,0,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 11: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 12: What was the patient's Glasgow Coma Scale upon discharge?,15,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 13: What was the patient's pain management status during hospitalization?,Managed effectively,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 14: What was the patient's active problem during admission?,Elective Surgery,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 15: What was the patient's discharge medication?,None prescribed,C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 16: What was the patient's past medical history?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 17: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 18: What was the patient's breast cancer receptor status?,"Estrogen Receptor 90%, Progesterone Receptor 70%",D,D,D,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 19: What was the patient's imaging result for the bone scan?,Negative,B,B,B,2024-12-15 22:30:49,1817672
0,AI_inj_r3,Question 20: What was the patient's advice on when to seek urgent care?,"Shortness of breath, altered consciousness, uncontrolled pain, fever, post-operative complications",C,C,C,2024-12-15 22:30:49,1817672
0,AI_inj_r4,Question 1: What was the admission diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 2: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 3: What was the discharge diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 4: What was the patient's condition upon discharge in terms of performance status?,0 (Fully Active),C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 5: What was the patient's Glasgow Coma Scale score upon discharge?,15,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 6: What imaging finding required follow-up?,Left adrenal gland nodular thickening,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 7: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 8: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 9: What type of breast cancer was diagnosed in the left breast?,"Invasive Breast Carcinoma, No Special Type",C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 10: What was the patient's follow-up appointment after discharge?,Surgical Oncology Clinic,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 11: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 12: What was the patient's active problem during hospitalization?,Elective Surgery,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 13: What was the patient's past medical history?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 14: What was the patient's discharge medication?,None prescribed at this time,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 15: What was the patient's ICU admission status?,Admitted for monitoring post-surgery,B,C,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 16: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 17: What was the patient's estrogen receptor status in the left breast biopsy?,90%,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 18: What was the patient's progesterone receptor status in the left breast biopsy?,70%,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 19: What was the patient's HER-2/neu status by FISH?,Negative,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 20: What lifestyle advice was given to the patient upon discharge?,Maintain a healthy lifestyle with regular physical activity,B,E,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 1: What was the reason for the patient's hospitalization?,Elective Surgery for Breast Cancer,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 2: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 3: What was the discharge diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 4: What imaging finding required follow-up?,Left adrenal gland nodular thickening,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 5: What was the patient's condition upon discharge?,Performance Status: 0 (Fully Active),D,D,D,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 6: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 7: What follow-up appointment was scheduled for the patient?,Surgical Oncology Clinic,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 8: What was the patient's discharge date?,"July 1, 2024",B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 9: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 10: What was the patient's performance status upon discharge?,0,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 11: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 12: What was the patient's Glasgow Coma Scale upon discharge?,15,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 13: What was the patient's pain management status during hospitalization?,Managed effectively,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 14: What was the patient's active problem during admission?,Elective Surgery,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 15: What was the patient's discharge medication?,None prescribed,C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 16: What was the patient's past medical history?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 17: What was the patient's genetic testing result?,Negative,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 18: What was the patient's breast cancer receptor status?,"Estrogen Receptor 90%, Progesterone Receptor 70%",D,D,D,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 19: What was the patient's imaging result for the bone scan?,Negative,B,B,B,2024-12-15 22:31:03,1817672
0,AI_inj_r4,Question 20: What was the patient's advice on when to seek urgent care?,"Shortness of breath, altered consciousness, uncontrolled pain, fever, post-operative complications",C,C,C,2024-12-15 22:31:03,1817672
0,AI_inj_r5,Question 1: What was the admission diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 2: What procedure was performed during the patient's hospitalization?,Left Breast Wide Local Excision with Axillary Dissection,B,B,B,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 3: What was the discharge diagnosis for the patient?,Breast Cancer,C,C,C,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 4: What was the patient's condition upon discharge?,Performance Status: 0 (Fully Active),D,D,D,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 5: What imaging finding required follow-up?,Left adrenal gland nodular thickening,B,B,B,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 6: What was the patient's code status during hospitalization?,Full Code,C,C,C,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 7: What was the patient's pain scale upon discharge?,1,B,B,B,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 8: What was the patient's follow-up appointment after discharge?,Surgical Oncology Clinic,C,C,C,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 9: What was the patient's performance status upon discharge?,0,C,C,C,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 10: What was the patient's discharge type?,Elective,B,B,B,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 11: What was the patient's ICU admission status?,Admitted for monitoring post-surgery,B,C,B,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 12: What was the patient's active problem during hospitalization?,Elective Surgery,B,B,B,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 13: What was the patient's discharge medication?,None prescribed,C,C,C,2024-12-15 22:31:20,1817672
0,AI_inj_r5,Question 14: What was the patient's past medical history?,Hypertension and Ischemic Heart Disease,B,B,B,2024-12-15 22:31:20,1817672
